Validity_date,City,Persist_value_wind,EC_wind_1,EC_wind_2,CO_wind_1,CO_wind_2,C3_wind_1,C3_wind_2,OH_wind_1,OH_wind_2
31/01/2016,Lod,5,3,4,5,6,6,5,3,5
31/01/2016,Mizpe Ramon,7,6,6,5,6,10,11,6,6
31/01/2016,Nazareth,9,5,5,5,5,11,11,4,5
31/01/2016,Qazrin,11,6,5,5,5,7,9,5,4
31/01/2016,Tel Aviv,7,5,5,4,4,4,5,3,5
31/01/2016,Tiberias,8,3,3,6,5,3,3,6,5
31/01/2016,Zefat,7,3,3,4,3,6,7,6,6
01/02/2016,Afula,8,4,4,5,5,7,10,3,3
01/02/2016,Ashdod,7,8,8,6,6,8,7,5,7
01/02/2016,Beer Sheva,4,6,6,7,7,9,9,8,5
01/02/2016,Bet Shean,8,2,2,4,3,4,5,4,3
01/02/2016,Elat,9,6,5,9,9,15,14,9,6
01/02/2016,En Gedi,5,5,5,6,5,5,7,2,3
01/02/2016,Haifa,6,6,6,5,7,12,15,7,6
01/02/2016,Jerusalem,6,6,5,6,6,8,9,4,4
01/02/2016,Lod,4,7,7,5,6,5,6,5,6
01/02/2016,Mizpe Ramon,8,7,10,7,8,12,12,4,5
01/02/2016,Nazareth,12,6,6,6,6,10,12,6,5
01/02/2016,Qazrin,15,8,7,4,7,15,9,6,6
01/02/2016,Tel Aviv,7,5,5,5,6,6,5,4,5
01/02/2016,Tiberias,10,3,3,5,6,5,4,6,6
01/02/2016,Zefat,11,5,4,4,4,9,8,6,6
02/02/2016,Afula,8,8,8,5,6,7,3,10,10
02/02/2016,Ashdod,8,9,7,9,9,7,7,8,7
02/02/2016,Beer Sheva,5,7,7,6,7,10,4,10,9
02/02/2016,Bet Shean,6,7,3,2,3,9,4,10,5
02/02/2016,Elat,9,12,10,15,15,16,12,14,15
02/02/2016,En Gedi,9,4,3,3,3,5,5,7,7
02/02/2016,Haifa,6,6,5,6,6,5,4,6,6
02/02/2016,Jerusalem,8,6,5,9,9,8,9,8,8
02/02/2016,Lod,7,7,7,4,5,6,4,8,8
02/02/2016,Mizpe Ramon,9,10,9,10,10,11,8,13,12
02/02/2016,Nazareth,12,8,8,8,6,9,5,10,10
02/02/2016,Qazrin,15,8,8,5,5,7,4,10,9
02/02/2016,Tel Aviv,8,6,7,5,6,5,3,8,5
02/02/2016,Tiberias,6,4,4,3,4,3,3,10,10
02/02/2016,Zefat,13,4,5,4,5,15,5,10,10
03/02/2016,Afula,9,4,4,4,4,10,10,5,4
03/02/2016,Ashdod,7,13,13,10,8,12,10,12,13
03/02/2016,Beer Sheva,6,5,6,7,6,9,8,4,3
03/02/2016,Bet Shean,7,3,1,2,3,6,6,3,4
03/02/2016,Elat,11,8,6,7,8,17,16,6,6
03/02/2016,En Gedi,6,7,6,7,6,9,8,5,5
03/02/2016,Haifa,5,7,7,6,5,11,12,9,7
03/02/2016,Jerusalem,9,5,5,4,6,9,8,5,5
03/02/2016,Lod,7,5,5,4,4,7,8,4,3
03/02/2016,Mizpe Ramon,10,6,6,3,3,9,6,6,4
03/02/2016,Nazareth,12,5,5,5,5,9,12,5,5
03/02/2016,Qazrin,6,7,6,7,7,11,12,5,5
03/02/2016,Tel Aviv,8,7,8,5,5,7,7,4,10
03/02/2016,Tiberias,7,3,3,2,2,4,6,6,5
03/02/2016,Zefat,19,3,3,2,3,7,8,6,5
04/02/2016,Afula,7,10,10,13,14,18,16,13,13
04/02/2016,Ashdod,13,5,6,6,5,8,7,6,5
04/02/2016,Beer Sheva,7,9,9,10,10,16,16,11,11
04/02/2016,Bet Shean,7,6,4,6,6,4,4,13,14
04/02/2016,Elat,10,5,5,4,4,10,6,3,3
04/02/2016,En Gedi,18,6,7,9,10,13,11,5,4
04/02/2016,Haifa,7,16,15,15,15,23,24,19,21
04/02/2016,Jerusalem,8,7,8,10,10,12,12,8,9
04/02/2016,Lod,5,13,12,8,8,12,16,12,12
04/02/2016,Mizpe Ramon,7,10,8,8,6,11,13,3,10
04/02/2016,Nazareth,10,14,13,15,15,18,19,20,21
04/02/2016,Qazrin,11,10,10,13,13,18,18,10,12
04/02/2016,Tel Aviv,9,6,8,7,8,6,7,2,5
04/02/2016,Tiberias,7,9,9,6,6,9,10,11,12
04/02/2016,Zefat,14,8,8,9,9,13,13,11,12
05/02/2016,Afula,11,7,7,8,7,9,13,8,5
05/02/2016,Ashdod,6,12,12,9,8,12,9,9,8
05/02/2016,Beer Sheva,10,11,11,11,12,16,16,9,8
05/02/2016,Bet Shean,8,4,3,4,3,5,7,8,8
05/02/2016,Elat,6,7,7,7,8,8,7,5,9
05/02/2016,En Gedi,11,5,5,2,2,6,5,3,3
05/02/2016,Haifa,15,17,17,14,13,19,20,17,15
05/02/2016,Jerusalem,10,6,6,4,4,17,17,8,6
05/02/2016,Lod,12,10,10,7,8,10,10,10,11
05/02/2016,Mizpe Ramon,8,9,9,6,9,12,12,10,11
05/02/2016,Nazareth,29,13,13,15,14,17,17,12,11
05/02/2016,Qazrin,24,10,10,14,14,17,17,10,7
05/02/2016,Tel Aviv,9,7,7,7,8,8,7,10,7
05/02/2016,Tiberias,15,9,9,4,5,13,11,9,9
05/02/2016,Zefat,24,8,8,7,8,13,12,10,10
06/02/2016,Afula,13,12,12,16,13,13,13,18,20
06/02/2016,Ashdod,12,24,24,26,26,24,25,25,28
06/02/2016,Beer Sheva,8,15,15,17,20,18,18,20,18
06/02/2016,Bet Shean,9,10,10,15,9,11,13,18,16
06/02/2016,Elat,6,8,8,6,7,7,12,8,7
06/02/2016,En Gedi,10,9,10,9,11,20,17,22,23
06/02/2016,Haifa,17,17,16,24,26,21,21,23,25
06/02/2016,Jerusalem,13,17,17,21,23,21,24,21,21
06/02/2016,Lod,10,14,14,15,13,17,17,15,18
06/02/2016,Mizpe Ramon,12,16,15,14,16,18,20,17,19
06/02/2016,Nazareth,24,11,10,16,12,17,12,18,17
06/02/2016,Qazrin,25,10,12,15,11,13,13,14,16
06/02/2016,Tel Aviv,10,14,14,17,18,16,20,24,26
06/02/2016,Tiberias,11,8,11,14,8,11,15,15,17
06/02/2016,Zefat,22,7,9,13,11,20,19,14,16
07/02/2016,Afula,16,7,8,8,9,11,6,9,10
07/02/2016,Ashdod,24,18,18,24,23,23,24,18,18
07/02/2016,Beer Sheva,15,14,12,16,15,17,17,15,17
07/02/2016,Bet Shean,20,7,7,11,10,13,9,9,12
07/02/2016,Elat,7,8,8,12,10,16,13,10,12
07/02/2016,En Gedi,15,11,10,8,8,21,33,21,24
07/02/2016,Haifa,16,5,10,9,8,8,10,13,5
07/02/2016,Jerusalem,16,13,13,19,18,21,23,16,20
07/02/2016,Lod,14,8,8,8,9,15,15,7,9
07/02/2016,Mizpe Ramon,13,17,17,14,17,26,20,16,17
07/02/2016,Nazareth,18,6,8,8,11,12,8,13,9
07/02/2016,Qazrin,17,11,11,8,8,13,13,13,9
07/02/2016,Tel Aviv,18,8,8,12,9,9,8,5,11
07/02/2016,Tiberias,13,8,7,6,6,17,16,8,9
07/02/2016,Zefat,33,5,7,6,5,10,11,8,9
08/02/2016,Afula,9,6,6,3,3,7,4,10,11
08/02/2016,Ashdod,18,10,10,13,14,16,16,12,8
08/02/2016,Beer Sheva,16,5,6,8,6,8,10,5,6
08/02/2016,Bet Shean,15,6,4,7,7,9,8,4,13
08/02/2016,Elat,6,10,9,11,10,13,11,8,8
08/02/2016,En Gedi,23,7,7,3,4,10,7,4,4
08/02/2016,Haifa,10,7,7,7,7,12,11,8,8
08/02/2016,Jerusalem,15,4,5,8,7,11,10,9,12
08/02/2016,Lod,8,6,6,7,7,9,10,7,8
08/02/2016,Mizpe Ramon,13,6,6,7,8,10,10,4,5
08/02/2016,Nazareth,9,6,6,4,4,8,8,8,10
08/02/2016,Qazrin,11,7,8,5,4,4,4,7,9
08/02/2016,Tel Aviv,15,7,6,6,7,9,10,10,6
08/02/2016,Tiberias,19,3,3,2,2,4,3,7,7
08/02/2016,Zefat,13,3,3,3,2,9,10,7,9
09/02/2016,Afula,9,5,6,5,5,11,9,6,6
09/02/2016,Ashdod,10,15,13,15,12,18,15,17,16
09/02/2016,Beer Sheva,8,7,7,8,6,11,10,5,5
09/02/2016,Bet Shean,16,2,4,5,4,7,8,4,3
09/02/2016,Elat,8,7,8,10,8,14,16,5,6
09/02/2016,En Gedi,15,6,6,9,6,9,10,5,6
09/02/2016,Haifa,7,10,10,8,7,12,12,13,12
09/02/2016,Jerusalem,6,5,5,5,5,9,9,7,6
09/02/2016,Lod,6,6,5,4,4,9,9,4,4
09/02/2016,Mizpe Ramon,8,8,10,8,6,7,7,5,5
09/02/2016,Nazareth,11,5,5,5,5,10,11,5,5
09/02/2016,Qazrin,7,6,6,7,7,14,11,6,5
09/02/2016,Tel Aviv,9,9,9,6,6,8,5,4,3
09/02/2016,Tiberias,7,4,4,4,4,12,10,6,5
09/02/2016,Zefat,15,3,4,4,4,9,6,6,5
10/02/2016,Afula,8,6,6,7,7,11,12,4,4
10/02/2016,Ashdod,13,15,13,10,9,12,9,11,10
10/02/2016,Beer Sheva,8,6,9,11,10,9,9,9,10
10/02/2016,Bet Shean,7,3,4,4,4,5,5,4,3
10/02/2016,Elat,8,10,10,12,11,13,11,13,11
10/02/2016,En Gedi,16,3,4,5,4,7,5,8,7
10/02/2016,Haifa,10,6,9,7,7,16,15,6,8
10/02/2016,Jerusalem,7,6,7,7,7,9,9,5,4
10/02/2016,Lod,5,7,6,4,4,5,5,6,6
10/02/2016,Mizpe Ramon,8,13,12,13,13,17,15,13,14
10/02/2016,Nazareth,11,8,9,8,9,10,10,8,7
10/02/2016,Qazrin,15,10,10,8,7,15,13,10,9
10/02/2016,Tel Aviv,8,4,6,6,5,6,5,6,5
10/02/2016,Tiberias,6,4,4,3,4,6,5,10,6
10/02/2016,Zefat,11,6,6,4,4,10,8,4,9
11/02/2016,Afula,11,7,8,5,6,6,4,10,11
11/02/2016,Ashdod,13,10,11,14,15,12,11,10,13
11/02/2016,Beer Sheva,8,4,4,6,4,8,9,4,5
11/02/2016,Bet Shean,8,4,5,4,5,8,8,4,6
11/02/2016,Elat,8,8,8,10,9,10,12,6,5
11/02/2016,En Gedi,14,5,5,5,4,10,8,3,3
11/02/2016,Haifa,9,8,8,14,14,11,10,9,11
11/02/2016,Jerusalem,11,5,4,6,6,8,9,3,6
11/02/2016,Lod,6,7,6,8,7,10,9,7,9
11/02/2016,Mizpe Ramon,10,5,5,5,4,5,7,2,2
11/02/2016,Nazareth,14,6,8,5,6,7,7,9,11
11/02/2016,Qazrin,16,8,8,5,4,5,5,7,9
11/02/2016,Tel Aviv,10,7,8,9,9,8,7,8,10
11/02/2016,Tiberias,6,2,3,1,1,4,4,7,9
11/02/2016,Zefat,15,4,4,4,4,7,6,7,9
12/02/2016,Afula,9,4,4,3,3,8,3,3,2
12/02/2016,Ashdod,11,8,9,10,11,10,8.33,7,5
12/02/2016,Beer Sheva,5,5,6,5,5,9,4.67,3,3
12/02/2016,Bet Shean,9,1,2,3,4,6,3,3,3
12/02/2016,Elat,6,7,8,10,9,12,8.33,7,8
12/02/2016,En Gedi,10,5,5,5,5,9,4.33,4,3
12/02/2016,Haifa,8,6,6,6,6,9,6,6,6
12/02/2016,Jerusalem,7,3,3,3,4,6,3.33,4,3
12/02/2016,Lod,6,4,4,6,6,6,5.33,6,6
12/02/2016,Mizpe Ramon,5,5,5,4,4,5,4.33,5,4
12/02/2016,Nazareth,10,4,4,3,3,9,4,5,5
12/02/2016,Qazrin,6,4,5,5,5,11,4.67,4,4
12/02/2016,Tel Aviv,10,5,5,6,6,7,5.67,5,6
12/02/2016,Tiberias,4,3,3,4,5,4,4,3,4
12/02/2016,Zefat,12,2,3,3,3,6,3.33,4,4
13/02/2016,Afula,6,5,5,5,5,11,13,3,3
13/02/2016,Ashdod,9,6,7,6,6,8,6,4,4
13/02/2016,Beer Sheva,7,4,5,6,5,9,8,4,3
13/02/2016,Bet Shean,7,2,1,3,3,6,5,3,3
13/02/2016,Elat,9,4,5,8,9,10,11,4,5
13/02/2016,En Gedi,8,4,4,3,3,8,4,3,3
13/02/2016,Haifa,6,7,7,6,5,15,15,6,6
13/02/2016,Jerusalem,4,3,3,4,4,7,6,3,4
13/02/2016,Lod,4,6,5,4,4,6,4,5,6
13/02/2016,Mizpe Ramon,5,5,4,5,5,10,8,3,3
13/02/2016,Nazareth,9,6,7,5,5,14,13,6,5
13/02/2016,Qazrin,11,8,8,6,5,15,14,6,6
13/02/2016,Tel Aviv,7,4,4,5,5,7,5,3,6
13/02/2016,Tiberias,7,3,3,4,4,7,2,6,5
13/02/2016,Zefat,7,4,3,3,3,10,10,6,6
14/02/2016,Afula,10,5,4,2,3,6,6,4,4
14/02/2016,Ashdod,7,7,7,5,5,6,6,7,5
14/02/2016,Beer Sheva,5,4,4,4,5,7,7,4,5
14/02/2016,Bet Shean,5,2,2,3,3,6,6,2,3
14/02/2016,Elat,9,9,9,12,12,12,16,8,8
14/02/2016,En Gedi,7,3,3,3,4,8,3,4,3
14/02/2016,Haifa,7,5,4,5,3,4,5,5,5
14/02/2016,Jerusalem,5,3,2,2,2,4,4,3,3
14/02/2016,Lod,5,5,5,3,3,5,5,5,5
14/02/2016,Mizpe Ramon,8,5,6,4,4,6,8,4,3
14/02/2016,Nazareth,16,3,5,4,4,7,8,5,5
14/02/2016,Qazrin,17,6,6,4,4,9,5,5,5
14/02/2016,Tel Aviv,7,4,5,5,3,5,4,4,5
14/02/2016,Tiberias,8,4,4,5,4,3,6,5,4
14/02/2016,Zefat,15,3,4,2,3,4,5,5,5
15/02/2016,Afula,7,4,5,4,4,12,13,8,7
15/02/2016,Ashdod,7,15,16,10,10,12,18,16,16
15/02/2016,Beer Sheva,6,7,6,8,9,11,9,8,9
15/02/2016,Bet Shean,8,3,3,4,4,7,8,4,5
15/02/2016,Elat,11,10,10,15,14,15,19,8,7
15/02/2016,En Gedi,6,7,7,7,7,10,11,7,7
15/02/2016,Haifa,4,6,7,7,8,13,13,10,10
15/02/2016,Jerusalem,5,7,7,5,6,10,9,8,8
15/02/2016,Lod,5,7,6,5,5,7,7,7,7
15/02/2016,Mizpe Ramon,8,9,8,8,7,12,12,8,6
15/02/2016,Nazareth,10,5,4,5,4,7,7,6,8
15/02/2016,Qazrin,8,7,8,7,7,11,12,6,6
15/02/2016,Tel Aviv,6,8,8,6,8,6,6,11,7
15/02/2016,Tiberias,5,5,5,5,5,5,2,6,6
15/02/2016,Zefat,12,4,5,4,5,7,8,6,6
16/02/2016,Afula,8,4,4,5,5,8,5,6,6
16/02/2016,Ashdod,16,13,14,7,6,12,14,14,14
16/02/2016,Beer Sheva,10,5,5,6,8,10,12,5,6
16/02/2016,Bet Shean,9,3,2,4,3,7,8,4,4
16/02/2016,Elat,11,9,8,9,10,14,13,7,8
16/02/2016,En Gedi,18,5,5,7,7,10,9,8,7
16/02/2016,Haifa,7,8,8,8,8,11,10,10,9
16/02/2016,Jerusalem,8,5,5,4,4,9,10,6,6
16/02/2016,Lod,6,7,6,6,7,7,8,5,4
16/02/2016,Mizpe Ramon,8,7,7,6,7,11,9,7,8
16/02/2016,Nazareth,8,4,4,5,5,8,7,4,4
16/02/2016,Qazrin,11,7,7,7,7,13,11,6,6
16/02/2016,Tel Aviv,10,7,9,7,7,7,9,5,7
16/02/2016,Tiberias,4,2,2,6,5,4,4,7,3
16/02/2016,Zefat,10,2,2,5,5,8,6,6,6
17/02/2016,Afula,8,6,6,7,7,13,14,9,9
17/02/2016,Ashdod,14,13,12,7,7,7,8,12,12
17/02/2016,Beer Sheva,8,12,11,6,5,16,14,11,10
17/02/2016,Bet Shean,9,3,3,5,5,6,5,10,4
17/02/2016,Elat,8,7,7,5,5,12,12,4,5
17/02/2016,En Gedi,17,6,6,6,7,10,10,7,7
17/02/2016,Haifa,8,7,6,7,8,19,18,7,7
17/02/2016,Jerusalem,6,8,7,7,6,14,12,10,8
17/02/2016,Lod,6,9,7,5,5,10,8,7,7
17/02/2016,Mizpe Ramon,7,9,9,6,6,9,9,8,7
17/02/2016,Nazareth,10,8,7,5,7,11,11,7,4
17/02/2016,Qazrin,15,9,10,9,10,13,13,10,9
17/02/2016,Tel Aviv,9,5,6,4,4,5,4,7,6
17/02/2016,Tiberias,7,4,4,5,5,7,10,9,4
17/02/2016,Zefat,10,3,3,5,6,10,10,10,9
18/02/2016,Afula,13,6,6,8,7,8,8,6,8
18/02/2016,Ashdod,12,6,7,3,4,7,5,5,4
18/02/2016,Beer Sheva,9,10,10,6,5,12,14,5,6
18/02/2016,Bet Shean,9,4,3,5,4,4,4,6,3
18/02/2016,Elat,8,4,4,4,4,7,7,2,2
18/02/2016,En Gedi,16,4,4,4,5,9,8,4,4
18/02/2016,Haifa,6,12,12,9,8,16,18,4,4
18/02/2016,Jerusalem,10,6,6,5,4,9,6,5,6
18/02/2016,Lod,7,7,6,4,4,4,5,4,6
18/02/2016,Mizpe Ramon,6,5,5,4,6,10,10,3,3
18/02/2016,Nazareth,15,9,9,8,10,11,13,8,9
18/02/2016,Qazrin,19,8,7,7,7,14,13,7,7
18/02/2016,Tel Aviv,6,6,6,4,4,6,4,5,6
18/02/2016,Tiberias,7,3,3,3,2,4,6,8,7
18/02/2016,Zefat,16,6,5,4,4,9,9,7,7
19/02/2016,Afula,9,10,10,11,10,13,12,14,17
19/02/2016,Ashdod,7,14,13,12,12,13,10,12,15
19/02/2016,Beer Sheva,8,11,11,10,12,14,14,16,15
19/02/2016,Bet Shean,8,8,8,8,6,14,13,16,13
19/02/2016,Elat,5,6,5,6,6,9,7,4,5
19/02/2016,En Gedi,12,7,7,4,6,27,27,16,13
19/02/2016,Haifa,12,9,9,15,15,15,15,11,13
19/02/2016,Jerusalem,7,11,11,14,15,17,19,19,16
19/02/2016,Lod,6,10,10,10,9,11,11,10,12
19/02/2016,Mizpe Ramon,6,15,15,13,14,23,23,11,13
19/02/2016,Nazareth,14,9,9,10,10,11,12,9,13
19/02/2016,Qazrin,18,12,11,9,9,15,14,15,11
19/02/2016,Tel Aviv,6,10,10,11,10,9,9,10,12
19/02/2016,Tiberias,6,8,7,5,4,14,14,12,11
19/02/2016,Zefat,16,6,5,8,8,11,13,12,11
20/02/2016,Afula,16,8,8,9,10,11,11,12,13
20/02/2016,Ashdod,13,12,12,16,14,16,15,11,12
20/02/2016,Beer Sheva,9,6,7,7,7,9,9,8,9
20/02/2016,Bet Shean,10,5,6,7,6,12,13,12,11
20/02/2016,Elat,6,8,9,12,12,12,10,10,8
20/02/2016,En Gedi,7,7,7,4,5,15,13,5,6
20/02/2016,Haifa,9,9,8,10,10,11,13,11,11
20/02/2016,Jerusalem,13,7,7,10,11,15,14,9,11
20/02/2016,Lod,10,8,7,8,8,10,9,9,10
20/02/2016,Mizpe Ramon,15,5,5,7,6,13,10,5,4
20/02/2016,Nazareth,18,8,8,9,9,11,11,10,11
20/02/2016,Qazrin,16,10,10,9,10,11,11,14,15
20/02/2016,Tel Aviv,12,9,9,10,10,8,9,11,13
20/02/2016,Tiberias,10,5,6,6,8,13,14,10,13
20/02/2016,Zefat,17,5,5,8,8,10,12,10,11
21/02/2016,Afula,12,11,12,13,14,9,13,18,18
21/02/2016,Ashdod,12,27,27,27,29,23,25,24,27
21/02/2016,Beer Sheva,6,14,15,15,12,12,14,17,16
21/02/2016,Bet Shean,11,8,10,12,9,20,23,16,15
21/02/2016,Elat,8,10,11,9,10,12,10,11,15
21/02/2016,En Gedi,13,10,9,12,11,18,18,24,27
21/02/2016,Haifa,8,13,17,22,23,18,20,21,22
21/02/2016,Jerusalem,11,15,14,15,19,20,19,19,24
21/02/2016,Lod,7,14,13,10,14,12,18,15,17
21/02/2016,Mizpe Ramon,6,14,13,13,13,17,18,21,20
21/02/2016,Nazareth,12,8,10,13,9,12,13,15,17
21/02/2016,Qazrin,11,13,12,12,7,13,11,17,19
21/02/2016,Tel Aviv,9,14,16,17,15,12,15,24,15
21/02/2016,Tiberias,11,9,9,9,4,17,9,14,13
21/02/2016,Zefat,15,8,8,11,11,20,21,14,13
22/02/2016,Afula,16,10,9,13,14,11,11,9,12
22/02/2016,Ashdod,27,17,13,16,15,23,17,21,21
22/02/2016,Beer Sheva,13,14,15,15,17,17,17,18,13
22/02/2016,Bet Shean,21,9,6,9,5,9,13,6,10
22/02/2016,Elat,7,9,10,7,9,9,11,13,11
22/02/2016,En Gedi,20,9,9,8,10,12,16,24,24
22/02/2016,Haifa,17,12,10,15,15,11,11,15,10
22/02/2016,Jerusalem,14,13,13,17,16,24,22,16,23
22/02/2016,Lod,13,9,9,12,9,9,11,10,9
22/02/2016,Mizpe Ramon,12,18,19,20,19,29,25,24,16
22/02/2016,Nazareth,20,10,9,10,11,11,12,14,10
22/02/2016,Qazrin,16,13,11,8,10,9,12,8,9
22/02/2016,Tel Aviv,16,10,11,13,11,11,9,9,9
22/02/2016,Tiberias,17,10,7,9,9,14,18,4,7
22/02/2016,Zefat,28,10,7,9,11,11,12,4,7
23/02/2016,Afula,12,7,8,6,7,11,10,10,11
23/02/2016,Ashdod,13,10,12,14,10,19,17,9,13
23/02/2016,Beer Sheva,13,7,7,9,10,10,9,9,10
23/02/2016,Bet Shean,15,4,5,7,3,10,12,8,9
23/02/2016,Elat,5,7,7,7,4,7,7,4,8
23/02/2016,En Gedi,15,9,7,5,5,12,9,7,10
23/02/2016,Haifa,10,6,8,11,8,10,14,8,7
23/02/2016,Jerusalem,13,6,8,11,12,16,16,9,12
23/02/2016,Lod,9,7,8,7,8,9,12,7,10
23/02/2016,Mizpe Ramon,13,9,7,8,10,10,13,8,5
23/02/2016,Nazareth,14,8,8,8,9,10,9,11,10
23/02/2016,Qazrin,9,9,10,7,7,8,10,13,14
23/02/2016,Tel Aviv,11,8,9,7,6,7,9,7,9
23/02/2016,Tiberias,11,5,3,2,3,8,9,10,9
23/02/2016,Zefat,16,5,3,4,5,13,12,10,9
24/02/2016,Afula,11,3,3,4,3,7,6,3,2
24/02/2016,Ashdod,12,7,7,5,6,8,7,6,7
24/02/2016,Beer Sheva,7,7,7,6,6,12,10,4,4
24/02/2016,Bet Shean,12,3,2,2,2,7,6,2,2
24/02/2016,Elat,6,5,5,5,4,4,4,3,4
24/02/2016,En Gedi,18,4,3,4,4,7,7,4,4
24/02/2016,Haifa,8,7,7,4,6,8,7,5,6
24/02/2016,Jerusalem,12,3,3,2,3,7,5,3,3
24/02/2016,Lod,8,5,5,4,3,7,6,5,6
24/02/2016,Mizpe Ramon,8,6,5,1,2,9,6,4,4
24/02/2016,Nazareth,14,5,5,5,3,8,7,5,5
24/02/2016,Qazrin,6,4,4,4,5,5,6,4,5
24/02/2016,Tel Aviv,9,4,4,4,5,5,5,4,5
24/02/2016,Tiberias,9,3,2,3,3,9,9,4,3
24/02/2016,Zefat,15,3,2,3,4,8,6,4,3
25/02/2016,Afula,7,5,5,5,4,8,8,3,4
25/02/2016,Ashdod,7,10,10,6,7,7,7,8,11
25/02/2016,Beer Sheva,6,5,5,5,5,13,9,4,4
25/02/2016,Bet Shean,6,3,1,4,3,5,4,3,4
25/02/2016,Elat,7,4,4,6,6,9,5,4,3
25/02/2016,En Gedi,8,5,4,3,3,8,2,4,4
25/02/2016,Haifa,7,8,9,4,5,15,11,7,7
25/02/2016,Jerusalem,6,4,4,3,4,8,6,3,3
25/02/2016,Lod,5,5,6,6,7,6,7,8,8
25/02/2016,Mizpe Ramon,6,6,5,4,5,8,7,3,4
25/02/2016,Nazareth,7,8,7,7,5,13,12,5,5
25/02/2016,Qazrin,8,8,9,9,9,14,11,6,5
25/02/2016,Tel Aviv,4,6,7,6,6,6,5,8,8
25/02/2016,Tiberias,7,5,5,3,2,9,2,6,3
25/02/2016,Zefat,6,5,5,4,3,8,7,6,6
26/02/2016,Afula,10,5,5,6,6,10,8,5,7
26/02/2016,Ashdod,10,7,7,7,7,5,5,6,5
26/02/2016,Beer Sheva,9,4,4,5,5,8,8,5,3
26/02/2016,Bet Shean,6,4,4,3,3,6,6,4,3
26/02/2016,Elat,8,3,3,5,5,7,7,4,3
26/02/2016,En Gedi,7,5,5,3,3,7,7,4,3
26/02/2016,Haifa,9,6,5,4,3,15,10,6,7
26/02/2016,Jerusalem,5,2,3,4,4,6,6,4,6
26/02/2016,Lod,6,5,4,4,3,6,6,6,6
26/02/2016,Mizpe Ramon,5,4,4,4,4,7,5,3,4
26/02/2016,Nazareth,15,8,8,9,10,13,10,9,7
26/02/2016,Qazrin,19,9,9,9,10,14,10,10,12
26/02/2016,Tel Aviv,7,5,5,6,5,6,5,6,6
26/02/2016,Tiberias,7,5,5,2,2,3,5,10,8
26/02/2016,Zefat,15,5,5,4,5,9,8,10,8
27/02/2016,Afula,9,8,8,9,10,10,10,13,13
27/02/2016,Ashdod,7,8,8,9,9,14,10,10,11
27/02/2016,Beer Sheva,4,6,6,8,7,8,7,9,10
27/02/2016,Bet Shean,9,7,7,9,7,11,10,11,9
27/02/2016,Elat,7,8,7,9,9,8,12,8,8
27/02/2016,En Gedi,7,5,4,3,3,7,6,8,12
27/02/2016,Haifa,5,6,7,9,10,13,11,12,10
27/02/2016,Jerusalem,5,6,6,13,12,13,14,11,14
27/02/2016,Lod,4,6,6,7,7,9,8,8,10
27/02/2016,Mizpe Ramon,6,10,10,10,8,13,14,6,9
27/02/2016,Nazareth,18,7,7,9,10,11,11,10,10
27/02/2016,Qazrin,19,9,9,8,8,10,10,13,10
27/02/2016,Tel Aviv,5,7,7,7,7,9,7,8,10
27/02/2016,Tiberias,10,6,6,8,8,8,8,10,11
27/02/2016,Zefat,21,6,6,6,8,11,10,10,10
28/02/2016,Afula,10,5,6,4,4,8,10,4,4
28/02/2016,Ashdod,8,13,14,13,14,13,13,12,11
28/02/2016,Beer Sheva,6,8,8,8,7,10,11,6,5
28/02/2016,Bet Shean,12,3,3,3,3,7,7,4,4
28/02/2016,Elat,8,10,8,11,10,15,17,7,6
28/02/2016,En Gedi,7,6,6,6,6,12,9,4,5
28/02/2016,Haifa,7,9,10,9,10,9,8,10,10
28/02/2016,Jerusalem,8,4,4,6,6,10,7,3,4
28/02/2016,Lod,6,6,6,8,8,9,7,9,9
28/02/2016,Mizpe Ramon,9,6,7,5,5,7,7,5,5
28/02/2016,Nazareth,15,4,5,4,4,10,7,4,4
28/02/2016,Qazrin,19,4,5,5,5,8,10,4,5
28/02/2016,Tel Aviv,8,7,7,8,9,7,6,9,9
28/02/2016,Tiberias,13,3,4,3,3,3,9,5,4
28/02/2016,Zefat,13,3,4,4,5,6,5,5,5
29/02/2016,Afula,7,8,8,10,10,17,15,10,10
29/02/2016,Ashdod,14,11,10,7,7,7,9,9,10
29/02/2016,Beer Sheva,9,10,9,9,9,17,16,10,10
29/02/2016,Bet Shean,8,4,3,6,6,3,5,7,7
29/02/2016,Elat,9,7,6,8,8,9,10,5,10
29/02/2016,En Gedi,11,6,6,7,6,12,11,8,5
29/02/2016,Haifa,10,11,10,11,10,21,19,7,9
29/02/2016,Jerusalem,6,7,8,7,8,13,12,13,12
29/02/2016,Lod,6,13,10,6,7,12,9,13,11
29/02/2016,Mizpe Ramon,6,6,6,6,7,9,8,8,6
29/02/2016,Nazareth,8,11,10,10,9,14,17,11,10
29/02/2016,Qazrin,15,10,11,11,11,16,15,12,12
29/02/2016,Tel Aviv,7,8,7,6,6,8,5,13,11
29/02/2016,Tiberias,5,6,5,5,5,8,8,13,10
29/02/2016,Zefat,11,7,6,7,7,12,12,13,12
01/03/2016,Afula,8,11,11,14,14,17,12.67,13,13
01/03/2016,Ashdod,10,6,7,4,5,6,6,6,6
01/03/2016,Beer Sheva,9,12,13,12,12,21,12.67,13,13
01/03/2016,Bet Shean,3,7,7,6,6,12,7.67,10,10
